danceability;energy;loudness;speechiness;acousticness;instrumentalness;liveness;valence;tempo;id;duration_ms
0.708;0.904;-2.988;0.0369;0.084;1.88e-06;0.207;0.468;133.003;3E3S5LUXcNnTw26mZ8SVp1;178533
0.586;0.884;-5.73;0.188;0.00151;0.0;0.328;0.285;132.03;32gL29Zu8JEAlAUEvTgRaK;196972
0.683;0.944;-4.166;0.093;0.0265;0.0;0.192;0.585;128.006;0auVIkk9fpVoMHXy4RuZAL;191467
0.53;0.771;-4.872;0.0312;0.00301;0.323;0.162;0.23;110.003;73fKLgvZbk78WcyDubGp8D;204690
0.731;0.837;-1.799;0.043;0.0753;0.000353;0.359;0.569;126.166;1bi9UNJ3i3NeHTwy8sacmj;186733
0.485;0.724;-4.633;0.0521;0.0736;0.0;0.0631;0.433;128.045;5jyUBKpmaH670zrXrE0wmO;221273
0.731;0.833;-3.392;0.0479;0.0188;0.0;0.366;0.213;130.039;5iwKUhOguocPnbAHdtozkj;205846
0.596;0.752;-4.904;0.07;0.785;0.000419;0.105;0.306;127.06;6ZixfeFT8V0Nle1rMZAekY;202169
0.83;0.491;-6.418;0.0436;0.0395;0.00532;0.146;0.388;113.014;4rvD0Pq9MEoDyyoCGPm7zS;147787
0.781;0.445;-6.061;0.0295;0.474;0.0;0.184;0.591;78.998;34gCuhDGsG4bRPIf9bb02f;281560
0.817;0.415;-6.286;0.0605;0.00366;0.0;0.162;0.325;100.026;1IDF4jYiuI17U4BW23EoXV;210800
0.87;0.464;-8.337;0.178;0.205;0.0;0.0902;0.457;112.974;7aXuop4Qambx5Oi3ynsKQr;251989
0.754;0.859;-5.875;0.0264;0.0174;0.00012;0.384;0.774;122.995;5HdUMBc7AhPFhlPDZUpSwf;190244
0.6;0.817;-6.401;0.0642;0.0696;0.0;0.133;0.652;151.95;6Drh25cclvIvKj2xyzqiwp;241575
0.49;0.798;-3.66;0.0489;0.0137;0.0;0.0627;0.479;149.109;7FC9Lng8iXU081lbigu8m8;198733
0.629;0.683;-3.758;0.0424;0.0264;1.43e-06;0.0992;0.262;115.828;25kj34V4GX0Ctzn5Om5Q8Z;223867
0.884;0.581;-8.813;0.0378;0.427;0.000206;0.0759;0.728;114.016;34xGLuxM0rkxhCVyMSqwJO;313684
0.661;0.733;-2.7;0.0434;0.0153;0.0;0.0982;0.612;143.932;4PYiIgzcp4o5pEYji1xY9q;220653
0.705;0.572;-5.799;0.0326;0.0262;0.0;0.585;0.574;139.977;36lO0n3hzVK9zJONfSdmKC;214726
0.732;0.243;-6.023;0.0435;0.939;0.0;0.111;0.106;102.087;0j35X8cTq543QDYLOyqB8W;280227
0.468;0.19;-11.138;0.0373;0.919;0.0;0.107;0.326;125.319;64GRDrL1efgXclrhVCeuA0;219536
0.258;0.659;-5.903;0.0596;0.253;0.0;0.111;0.272;189.558;1ip2IGDWMrUmlaepEbWlL8;250267
0.527;0.835;-5.298;0.0433;0.0166;0.0;0.249;0.654;125.983;0ct6r3EGTcMLPtrXHDvVjc;176658
0.736;0.761;-5.449;0.0338;0.0966;0.0;0.0823;0.114;119.999;7cgu4JBW3hq1GwTM1ilkKQ;238427
0.704;0.78;-4.743;0.142;0.374;0.0;0.309;0.864;79.483;5MEYDJVJMaGAXfddTo0D6J;184227
0.668;0.789;-4.564;0.0879;0.0361;0.000296;0.25;0.394;122.988;5AMuHsWAaGAZHX4p1KZWwc;218720
0.657;0.827;-4.036;0.0734;0.000704;0.00534;0.065;0.69;145.889;6N9ZOtguCnnrvwH7zD82WJ;190186
0.578;0.866;-3.804;0.0619;0.00701;0.0;0.257;0.619;128.038;4kbj5MwxO1bq9wjT5g9HaA;199080
0.623;0.962;-2.616;0.0895;0.103;0.000174;0.264;0.676;149.963;5PUawWFG1oIS2NwEcyHaCr;211573
0.83;0.52;-8.714;0.0376;0.000792;1.25e-05;0.0656;0.735;104.99;7ioiB40H9xKs04QtIso2I3;189907
0.545;0.659;-8.18;0.0394;0.367;0.00111;0.415;0.599;108.04;0ct0vSOkP0IZnbPGiDltCR;192707
0.582;0.272;-5.662;0.0501;0.875;0.0;0.13;0.354;205.846;78TTtXnFQPzwqlbtbwqN0y;188238
0.391;0.745;-6.296;0.0884;0.0497;0.0;0.329;0.483;78.205;0bHA8LApeZHv7ZlhVUWg8X;320161
0.585;0.906;-3.044;0.228;0.0268;0.0;0.0482;0.209;128.072;1SqHHN5Mqy13gHbDGjTaU7;243747
0.736;0.785;-5.296;0.0694;0.0925;0.0;0.0964;0.774;117.91;16e3Ly7ddGqqnFDiWWWwnc;224307
0.628;0.833;-4.126;0.0282;0.0079;1.48e-05;0.074;0.56;128.003;2ISSQPb9LHHiV6ng2NXosL;218293
0.781;0.728;-4.981;0.0621;0.0509;1.94e-06;0.257;0.395;102.99;0NTMtAO2BV4tnGvw9EgBVq;219306
0.774;0.753;-5.446;0.0517;0.152;0.0;0.0371;0.896;119.002;76hfruVvmfQbw0eYn1nmeC;219147
0.782;0.685;-6.237;0.0309;0.166;1.18e-05;0.16;0.603;118.016;7vFoFDWqTX0mHzLfrF1Cfy;180566
0.594;0.749;-6.251;0.0677;0.00188;0.000139;0.0869;0.344;130.064;3DXXKDbbZKyAZfNb96ST3q;205746
0.583;0.61;-5.639;0.0382;0.00425;0.000105;0.14;0.336;114.06;3uwnnTQcHM1rDqSfA4gQNz;214740
0.659;0.381;-5.922;0.0304;0.385;0.0;0.0972;0.426;119.844;2PIvq1pGrUjY007X5y1UpM;252227
0.73;0.703;-5.672;0.0369;0.109;0.0;0.0657;0.595;138.113;2K87XMYnUMqLcX3zvtAF4G;192120
0.834;0.969;-3.383;0.063;0.0558;0.000723;0.0635;0.928;125.985;6E7oFW7xTK6Ghucsq6tMUj;169617
0.612;0.921;-2.882;0.085;0.0183;0.0;0.0576;0.446;139.988;70eDxAyAraNTiD6lx2ZEnH;202173
0.812;0.479;-6.47;0.0429;0.0485;0.0;0.102;0.0873;95.505;33QRsLBBdWDYgCZfWEZqR6;173045
0.793;0.774;-3.667;0.0478;0.156;0.0;0.193;0.547;113.967;6Zo3wgDE076K2AuiGZF3CS;202307
0.703;0.736;-5.709;0.046;0.186;1.92e-05;0.174;0.274;119.955;7Df0z75yVuHOFEuAbk40lA;208330
0.578;0.43;-6.134;0.0305;0.33;0.0;0.0854;0.288;78.991;1Yk0cQdMLx5RzzFTYwmuld;295502
0.891;0.628;-7.863;0.0551;0.00258;0.00019;0.0504;0.552;134.966;0wwPcA6wtMf6HUMpIRdeP7;267067
0.673;0.842;-4.666;0.039;0.0248;0.0;0.294;0.509;121.986;0wsXdby1T3PWLauIkGUZzg;205474
0.854;0.766;-4.697;0.141;0.0242;0.0;0.0793;0.784;118.004;2S5LNtRVRPbXk01yRQ14sZ;224258
0.599;0.854;-5.429;0.0436;0.0746;0.0;0.278;0.311;119.986;7D49Iig0avHre9RFSUMkd2;234547
0.529;0.794;-3.903;0.164;0.122;0.0;0.117;0.543;119.956;74Xdx4ezYQQlg8wKswq25T;216667
0.656;0.627;-6.627;0.0379;0.343;2.17e-05;0.124;0.481;99.933;2TeLIzFBe3hxkPR5FIQZut;167066
0.795;0.616;-5.281;0.06;0.417;0.0;0.349;0.815;110.015;6ukMqDxnOPOgoHdak7Kyp3;190453
0.702;0.705;-6.666;0.0543;0.258;5.93e-06;0.0879;0.743;154.911;5a7NdkF09AfD0H607eiOkX;213445
0.665;0.62;-5.43;0.035;0.417;0.0;0.113;0.451;91.008;2uEJanMvnA1dXgX1ASnPQm;192075
0.646;0.823;-4.123;0.0394;0.213;0.0;0.322;0.418;128.035;7MmG8p0F9N3C4AXdK6o6Eb;227267
0.647;0.823;-5.231;0.0762;0.0598;0.0;0.119;0.396;99.933;3NLnwwAQbbFKcEcV8hDItk;230333
0.614;0.379;-10.48;0.0476;0.607;0.000464;0.0986;0.201;107.989;1HNkqx9Ahdgi1Ixy2xkKkL;258987
0.834;0.831;-6.061;0.0745;0.00799;0.0;0.217;0.788;103.009;6QicTxeiSaRkPnkGDUvYOs;163960
0.526;0.862;-6.003;0.0905;0.0144;0.0597;0.229;0.528;90.052;0fYVliAYKHuPmECRs1pbRf;195200
0.713;0.802;-7.055;0.0561;0.0435;0.00377;0.309;0.343;100.001;3vv9phIu6Y1vX3jcqaGz5Z;226739
0.484;0.731;-6.694;0.0379;0.431;0.0;0.151;0.51;101.654;3JvrhDOgAt6p7K8mDyZwRd;204280
0.672;0.593;-4.01;0.0304;0.0223;0.0;0.214;0.438;98.02;6ZANrVuAMp2rpjhfbOuJly;229080
0.689;0.481;-7.503;0.0815;0.369;1.03e-06;0.0649;0.283;80.025;2JzZzZUQj3Qff7wapcbKjc;229526
0.746;0.754;-6.684;0.0676;0.0152;0.0;0.0486;0.746;149.882;3zkWCteF82vJwv0hRLba76;206880
0.656;0.582;-8.464;0.0372;0.0319;3.81e-05;0.126;0.171;95.003;4DO3QL3whXQ5vgYg8nan9Z;271166
0.707;0.782;-5.463;0.0613;0.0541;0.0;0.297;0.79;130.036;1KcnJTiXJXAqW5bB7zpkBC;235344
0.54;0.766;-5.148;0.07;0.000248;0.0;0.641;0.176;98.932;5uVji14OWpj9HMKLXdhjAv;224400
0.821;0.759;-8.541;0.121;0.247;0.0;0.321;0.962;140.01;5RIVoVdkDLEygELLCniZFr;185143
0.407;0.725;-5.346;0.188;0.0141;2.46e-06;0.306;0.247;196.093;57kR5SniQIbsbVoIjjOUDa;247267
0.583;0.584;-6.082;0.0357;0.0387;0.00859;0.335;0.201;123.018;1nuPaBJRRRKsh0T2uPt66c;257573
0.761;0.83;-4.863;0.0988;0.0524;0.0;0.751;0.871;144.026;2HtvtuuCF0xUz7YygBVQpR;199160
0.679;0.866;-3.86;0.0889;0.0984;0.0;0.139;0.75;127.966;0VgYmfkLUd2UicGu3D8dWF;213707
0.886;0.967;-0.776;0.142;0.0157;0.389;0.239;0.745;128.1;62feRreeM9ea7i2VHVSKrg;168750
0.856;0.609;-7.223;0.0824;0.00801;8.15e-05;0.0344;0.928;114.988;32OlwWuMpZ6b0aN2RZOeMS;269667
0.589;0.746;-5.314;0.0822;0.0482;0.0;0.234;0.469;85.022;5JkE7B1dbiF5dpayJCeS92;217053
0.581;0.941;-6.161;0.0693;0.0538;2.01e-05;0.334;0.513;140.018;7FWJlRe5H54KodSZxiWvVC;240907
0.669;0.905;-5.014;0.0516;0.105;0.0;0.17;0.885;141.991;10lvKR4nGNgkXnKzGWOlv9;196840
0.615;0.814;-3.903;0.0677;0.17;0.0;0.218;0.577;144.005;2ZvsMMI4aOkMUo92MKQzFI;214150
0.656;0.752;-5.627;0.0378;0.356;1.1e-05;0.0707;0.483;128.024;1FFd5yEjDOnQF6pRvyyaBC;199247
0.467;0.794;-3.537;0.317;0.112;0.0;0.203;0.52;96.47;5lSElJCrno66P4vXCF4WCk;204559
0.637;0.803;-4.637;0.136;0.0201;0.0;0.171;0.585;177.01;3Ii8jcQ7azpyVva3Wx3s7Z;213560
0.556;0.718;-6.067;0.0378;0.00773;0.0;0.0721;0.481;128.073;2U4re7xYTSKBTs9eRXSfkg;180200
0.593;0.871;-4.703;0.0369;0.0167;9.2e-06;0.344;0.719;162.955;0RsDZ67c93b1ynm5tjngZJ;212613
0.414;0.857;-4.078;0.0808;0.0287;0.00574;0.343;0.348;128.024;07nH4ifBxUB4lZcsf44Brn;212960
0.703;0.658;-5.373;0.0536;0.275;0.0;0.0943;0.503;95.022;53QKNB4O5P0NkZFnPOc2bf;192520
0.418;0.42;-6.444;0.0414;0.588;6.39e-05;0.11;0.184;84.094;5Nm9ERjJZ5oyfXZTECKmRt;172724
0.577;0.691;-5.761;0.0296;0.362;0.0;0.132;0.246;143.998;2xHdiCxtPYgyaEc6ZWfq74;232680
0.763;0.608;-8.1;0.035;0.262;2.5e-05;0.12;0.393;121.02;4255amV4enzl28KAn16rUO;138013
0.694;0.638;-5.171;0.0703;0.179;0.0;0.152;0.509;77.008;1zbwVVLOInai4a1ZmlmPp8;228133
0.699;0.883;-3.226;0.219;0.0288;0.0;0.817;0.499;127.961;1qSQ8ivU7OPqFcEO1D99vU;211975
0.597;0.685;-6.371;0.0367;0.0245;0.000335;0.182;0.369;122.002;06Hdbxh6NCy6TIhjdXTchB;209208
0.779;0.688;-7.341;0.0362;0.0286;0.0;0.365;0.688;125.019;059ZdcYEsV1MkiQGdKfNdV;201133
0.661;0.782;-5.797;0.0369;0.132;0.0;0.0546;0.534;124.029;6hUh2qoDK6V132m3pqrToE;218067
0.629;0.741;-4.495;0.117;0.0213;0.0;0.0778;0.785;147.054;5K9h62vqTSumVdNvrBDhZP;179999
0.74;0.762;-5.16;0.0756;0.251;6.99e-05;0.108;0.716;100.03;2j4eQumOh0qlUIAPbMKJuu;161853
0.778;0.566;-6.959;0.0311;0.672;0.000197;0.0698;0.479;117.971;3c8iiZGfEammKJuWTErE5x;186147
0.743;0.882;-3.734;0.034;0.0519;0.056;0.116;0.806;130.017;4qqZsMT0J6d9KxrE2q0cQf;206000
0.484;0.791;-4.27;0.0437;0.0743;0.0;0.0491;0.369;124.008;21BYhl07wWqGRQaj7sUxdV;190613
0.603;0.953;-3.663;0.261;0.0159;0.00678;0.261;0.385;191.84;5jT2yNeyOiALkJS9XCaXQR;195010
0.44;0.802;-3.838;0.244;0.123;0.0;0.1;0.586;179.868;2CzNAvr2nZKYxthPVMvdVe;217446
0.878;0.796;-4.461;0.29;0.309;0.0;0.145;0.78;104.05;39pdE1E1rYOBhKzTjlOChn;230760
0.715;0.715;-7.364;0.0902;0.0526;0.0;0.0936;0.507;134.922;1KZyVnyptQcPzkx7ELCnZC;238747
0.839;0.808;-7.005;0.114;0.107;0.747;0.186;0.181;128.068;7azVJ6AgvPLOum1tppactO;144390
0.801;0.747;-5.473;0.133;0.226;0.0;0.0622;0.706;104.97;36gv9dPeE9h1Wb4pI6EQ1K;186480
0.714;0.697;-7.887;0.032;0.0197;2e-06;0.0697;0.602;122.145;1Mys1gf9SkMBAVGGxpkJ7d;159480
0.65;0.78;-3.407;0.0681;0.189;0.000308;0.0356;0.434;170.033;6tPoLTg63MlF3SOrbQb3pH;213418
0.598;0.792;-4.043;0.0478;0.121;0.0;0.158;0.732;97.479;0BcP3FTTxSty93nTnB2a9H;206327
0.724;0.803;-4.328;0.088;0.117;0.0;0.153;0.646;114.953;5wLM2qVo3oNXUPutXcKJHM;241501
0.687;0.59;-8.849;0.0319;0.00208;0.0367;0.0637;0.595;109.995;0gHF63QomYjuUWedAdDWeu;252520
0.769;0.437;-6.406;0.0363;0.44;0.0;0.116;0.737;103.921;3icbmPGKTsKAa0IinkizCM;186443
0.413;0.538;-8.619;0.31;0.308;0.0;0.193;0.555;73.225;30Gl1fViCSmppqIKLEFqZu;211227
0.705;0.769;-5.526;0.0425;0.113;0.0;0.105;0.583;107.949;22VdIZQfgXJea34mQxlt81;213520
0.564;0.714;-4.987;0.129;0.0549;0.0;0.155;0.33;175.924;37f4ITSlgPX81ad2EvmVQr;204013
0.687;0.851;-5.227;0.0878;0.00345;0.0;0.344;0.54;100.015;4xkRSwKhYMcCeYnYijTVky;225907
0.68;0.772;-5.995;0.0416;0.535;0.0153;0.147;0.376;105.005;7vqUr6K2Js9Paq4kdNSOm6;244510
0.628;0.69;-5.83;0.0511;0.443;0.0;0.113;0.66;179.908;7qCAVkHWZkF44OzOUKf8Cr;205907
0.673;0.847;-4.505;0.0386;0.0253;0.0;0.302;0.519;121.988;4vEUY73dVOg97Ajbqq9zgV;206344
0.754;0.809;-3.988;0.0404;0.0485;0.0;0.297;0.791;119.967;3St8EnSlx1GhzhfTtSx4Ni;209055
0.68;0.942;-4.208;0.0631;0.175;0.0013;0.117;0.647;123.976;5s7xgzXtmY4gMjeSlgisjy;229813
0.599;0.856;-4.179;0.224;0.271;0.0;0.127;0.47;156.028;1y79Q5QoYX1POEfBqAwJB5;246093
0.765;0.472;-5.837;0.052;0.291;0.0;0.389;0.352;119.946;0VQjTLPG8l3egUHmIxe265;237267
0.618;0.746;-5.814;0.0825;0.0195;0.0;0.314;0.53;139.842;3q5BOBwYzVT0Fq0cUamoV1;218613
0.75;0.736;-5.669;0.121;0.187;6.39e-06;0.102;0.393;90.978;2dRsorUvpCgLF2zu9q96pH;189373
0.707;0.757;-5.804;0.0598;0.0657;1.18e-06;0.0781;0.631;81.989;0DfgxTKDM7X94ERM13HiiP;188520
0.569;0.437;-6.891;0.0701;0.154;0.0;0.111;0.335;187.889;7mP0ZazfXgc8BC55uXWiq4;191707
0.747;0.877;-3.782;0.0664;0.0375;0.000833;0.233;0.752;107.991;1pjvlYOMIg1NhGQbM6iwrY;166138
0.648;0.736;-7.948;0.0385;0.0444;0.000137;0.171;0.378;103.027;7gBj0VgcuAgkXkiRRYvSmK;239465
0.599;0.869;-3.697;0.0789;0.0525;0.00719;0.103;0.593;108.061;53Y0kdCa1CZ9gRqEuknfwy;193333
0.725;0.784;-4.674;0.123;0.0143;5.97e-06;0.297;0.69;139.986;1CFk1Z0WqOEkbo8SBiZycf;220000
0.762;0.869;-3.287;0.13;0.0793;0.0;0.137;0.747;132.05;1eMVXXpNPEUdFRy5ZH7FpM;230635
0.638;0.924;-3.887;0.036;0.00205;0.000175;0.149;0.53;111.995;69uxyAqqPIsUyTO8txoP2M;263787
0.336;0.627;-7.463;0.0384;0.164;0.0;0.0708;0.35;150.273;0bYg9bo50gSsH3LtXe2SQn;241107
0.56;0.857;-4.145;0.0384;0.0594;0.0;0.381;0.432;119.975;3AeicLnm55RqcXGBKYQolM;215360
0.552;0.76;-6.861;0.0367;0.00713;0.0113;0.313;0.338;104.957;0FQA22KGLQdDesHAJtrEEE;232333
0.484;0.791;-4.27;0.0437;0.0743;0.0;0.0491;0.369;124.008;4ciaNqHWA2IzHphZaVRzHI;190613
0.844;0.79;-6.427;0.0337;0.121;0.0;0.255;0.974;120.078;5YPAzeuFqsK3w0MMZotPKl;213867
0.792;0.625;-5.609;0.0536;0.00776;0.0018;0.329;0.37;103.967;1zi7xx7UVEFkmKfv06H8x0;173987
0.604;0.691;-5.807;0.159;0.00493;0.0;0.125;0.186;105.014;1MyWtH2yavuP1AHUi1X7ur;228360
0.447;0.67;-6.106;0.0712;0.0643;0.0;0.0687;0.117;181.387;7kOJsVkJXvLQPQ9osGWeKd;225800
0.876;0.619;-5.213;0.0504;0.000537;5.58e-06;0.127;0.827;120.005;5SeSq2EFPOavAjbir0ai6P;180413
0.337;0.728;-5.949;0.351;0.129;0.0;0.147;0.442;187.766;4TToZM70XCABJYg8I0l7qq;226649
0.567;0.777;-5.146;0.0389;2.6e-05;0.315;0.339;0.144;100.037;4eMSRO6zGM4SDSqSWTnMqs;218400
0.559;0.407;-20.87;0.0571;0.0299;0.791;0.0917;0.352;128.408;6bxi9M79xIYbmrRtZAqghX;240741
0.797;0.782;-6.41;0.0832;0.0185;0.0;0.0823;0.878;129.099;0GZ8ZaIEQqX3hmPumrpTj8;178503
0.588;0.471;-7.287;0.0577;0.592;0.00146;0.0733;0.209;152.881;2BrzlUj1u1CtvaJDGIKpsP;242081
0.781;0.745;-5.81;0.0332;0.198;1.14e-05;0.36;0.326;129.998;1bM50INir8voAkVoKuvEUI;269493
0.688;0.853;-5.814;0.0493;0.386;0.0;0.0862;0.743;103.993;59dLtGBS26x7kc0rHbaPrq;268320
0.648;0.942;-2.881;0.0878;0.021;0.0;0.0594;0.73;129.007;7HacCTm33hZYYN8DXpCYuG;231373
0.491;0.956;-1.538;0.392;0.0295;0.0;0.46;0.811;173.585;2igwFfvr1OAGX9SKDCPBwO;276920
0.629;0.869;-7.012;0.314;0.00657;0.0;0.191;0.715;125.024;5IaL2LtensPE1x8K4NGaNl;218347
0.623;0.882;-2.574;0.0322;0.0205;0.0;0.194;0.525;127.98;0xcl9XT60Siji6CSG4y6nb;232616
0.697;0.709;-1.917;0.0455;0.0452;0.0;0.138;0.787;134.91;6pymOcrCnMuCWdgGVTvUgP;213173
0.849;0.599;-8.164;0.227;0.00301;0.000249;0.0763;0.761;126.003;32yIEFS62uS5ryhr2Xlooj;238507
0.706;0.77;-4.887;0.0346;0.103;0.0;0.207;0.798;92.05;4pBK57ziLFqaN1sevhmIQZ;201712
0.564;0.657;-5.859;0.0239;0.0947;0.0;0.175;0.405;94.093;2f83TGTfPhzaUtxbJtSIqn;203787
0.704;0.558;-7.273;0.0542;0.148;0.0;0.107;0.245;110.444;1WWR7F24UbFi06sfvcnvD8;222091
0.44;0.2;-10.049;0.0338;0.885;0.0;0.119;0.127;110.975;08Ovh180covBWO0CTnJhqz;196615
0.68;0.142;-16.333;0.0362;0.958;7.4e-06;0.122;0.653;94.786;0l9tljJtIKbXkwN8LNJMa0;184707
0.723;0.624;-9.319;0.301;0.498;0.0;0.148;0.616;157.965;0AkbkEGWAp2oa946gLDIdd;292637
0.586;0.492;-8.114;0.0252;0.337;4.47e-05;0.112;0.0897;108.006;1sz0fuWEAcPkCfG5o7D9KP;222222
0.664;0.501;-9.589;0.0292;0.196;0.243;0.0955;0.165;150.039;1szZ3bIPsIN4ok9DIrNqmJ;259827
0.704;0.934;-4.385;0.0852;0.0951;0.0;0.0688;0.529;140.017;08GeN2LsFVQQpolgB9XRZR;196480
0.591;0.935;-2.664;0.0478;0.000284;0.000278;0.142;0.736;140.043;2NniAhAtkRACaMeYt48xlD;247947
0.522;0.67;-9.108;0.0475;0.0115;0.226;0.11;0.224;130.543;0m534fJpZ3GwdcFPgyVBB2;281587
0.669;0.923;-4.113;0.0332;0.0102;2.49e-06;0.0659;0.967;127.998;6tYYEhNoXlPfjgkMmFpd5k;206537
0.752;0.872;-4.186;0.117;0.12;0.0;0.234;0.677;123.888;4HQ9gXAtONKs8NCM0MFUTu;195960
0.535;0.796;-3.446;0.0445;0.00473;0.0;0.145;0.282;128.954;7IohFKIwrb75c4XaqX7WWo;279027
0.593;0.781;-5.291;0.0545;0.000724;0.0;0.225;0.565;103.025;2pmtavvgqZN52EePYxutgk;239853
0.568;0.867;-3.21;0.0458;0.00876;2.87e-06;0.0779;0.357;125.98;64y85LeHY8Z6OlTOM9cpKD;203800
0.514;0.691;-6.601;0.0433;0.0164;0.000464;0.112;0.501;89.923;6gWJDpIJplIY5aqWoD0W1m;209520
0.37;0.823;-6.245;0.0805;0.00234;1.91e-06;0.174;0.323;128.008;2KrHwwnKAfSDdOStftigJm;195480
0.566;0.722;-7.726;0.0681;0.00357;0.0;0.105;0.564;126.066;4cdYcmajml2Z7ru7ubaHCb;216280
0.707;0.799;-2.912;0.031;0.0314;4.52e-06;0.0989;0.628;127.981;33zraYoCg6Rl7uIodYLdGG;216480
0.701;0.915;-3.887;0.128;0.171;0.0;0.394;0.698;127.101;72yHcYTFilEkFY1cJigOaE;194453
0.669;0.78;-4.287;0.053;0.0265;1.63e-06;0.143;0.738;139.945;5ka2ajep9OAvU5Sgduhiex;212333
0.726;0.855;-4.656;0.101;0.0113;0.0;0.302;0.653;103.975;3XX1R5EcgvzKdk9qS1C71W;194880
0.616;0.741;-5.365;0.0448;0.102;0.0;0.214;0.815;127.959;2Fc5nXI9LhZjU7phJF4y81;179560
0.799;0.586;-6.735;0.0377;0.162;2.03e-06;0.193;0.549;120.97;3s4U7OHV7gnj42VV72eSZ6;227833
0.552;0.706;-6.025;0.0324;0.0108;2.47e-06;0.273;0.425;127.981;0VswLdsxmNuHvSCxfSa5mf;184461
0.748;0.787;-4.666;0.0303;0.0558;0.000155;0.23;0.462;104.983;1Pkqjqz1vKIN521Yy2J9uF;196267
0.673;0.902;-2.392;0.0346;0.0591;0.000262;0.0558;0.538;100.012;5Hroj5K7vLpIG4FNCRIjbP;194240
0.507;0.93;-1.015;0.0803;0.21;0.000455;0.362;0.568;111.899;7AeYomUuCNb965CWyfLTjK;222080
0.771;0.863;-5.086;0.0425;0.0401;0.000957;0.063;0.88;129.984;2TQIZ2Nf0g60HbXvW5jeDQ;200202
0.491;0.688;-6.05;0.0453;0.0849;0.0;0.111;0.279;140.072;5xS9R5yNeVsB9shSR60eX3;241653
0.726;0.698;-4.165;0.0431;0.049;0.0;0.309;0.867;143.994;3w3y8KPTfNeOKPiqUTakBh;233478
0.602;0.691;-5.197;0.051;0.0548;0.0;0.144;0.206;127.967;18VfHIPaCo0s6FTi1Fnp6T;222307
0.558;0.924;-4.341;0.064;0.0271;3.32e-06;0.537;0.567;151.99;2E43WFS4rRc09za2r2GmZl;186827
0.703;0.873;-3.745;0.0656;0.0625;0.0;0.193;0.961;156.961;2Co09BRKsa9sEntuEGRyZw;201896
0.36;0.847;-3.931;0.109;0.223;0.00019;0.147;0.501;89.915;5UrPnFJOylrP6d909CJfKy;203000
0.608;0.735;-5.862;0.0515;0.00624;0.0;0.514;0.568;129.983;6nuhiX4iTwma7tADI5CbOb;196733
0.519;0.754;-5.689;0.0402;0.258;3.75e-06;0.139;0.16;125.975;3ScJy88F8KqGDfWu8XJhHx;215187
0.588;0.843;-5.25;0.0484;0.00481;0.0473;0.356;0.22;128.02;6AIxmLiDNHFQgZstB4lzDB;410859
0.533;0.908;-4.075;0.0623;0.0294;1.36e-06;0.105;0.36;128.024;5rAklqEt9uWTXfj5qvpFCC;213929
0.922;0.909;-2.429;0.27;0.0281;0.0;0.0856;0.309;95.295;4LwU4Vp6od3Sb08CsP99GC;161507
0.589;0.89;-3.719;0.0603;0.000481;0.00082;0.201;0.692;90.598;5W8YXBz9MTIDyrpYaCg2Ky;199907
0.686;0.849;-4.926;0.164;0.0502;0.0;0.145;0.505;91.892;1U7VcCEkYqsxkmEfwsUNgG;168546
0.578;0.649;-5.649;0.0878;0.416;0.00253;0.0869;0.386;168.813;0y8UKPyJOluqIuacosTKEv;184947
0.517;0.962;-6.391;0.102;0.0126;0.00125;0.436;0.546;177.641;40aG6sP7TMy3x1J1zGW8su;148479
0.535;0.999;-6.712;0.0994;0.0267;0.0236;0.332;0.0851;95.008;0dS5VCHqf3QVYaRafSEpht;153920
0.645;0.948;-8.29;0.0464;0.198;0.0264;0.197;0.41;93.744;74Qj9nOFIBTvDB0Rqf2IWv;157599
0.552;0.94;-7.303;0.0544;0.0324;0.000236;0.273;0.685;175.06;7FRQ3gedF4i9xv4eHCxTQI;174503
0.543;0.84;-5.121;0.0499;0.00471;0.0;0.179;0.394;124.037;5A8jUZatix87xG0Zj6HSKG;223093
0.683;0.661;-8.069;0.0256;0.0451;1.04e-05;0.125;0.653;106.522;1rNqqzRHA3i2MSHRQ7tD87;286693
0.552;0.586;-7.242;0.0801;0.0344;0.0;0.167;0.558;153.973;7BkWKIEQYvABzJiSb5O6ZN;248547
0.591;0.856;-5.26;0.0327;0.004;6.52e-06;0.0943;0.663;124.024;0thSyp6VHdgcQsSuoYEdOJ;255440
0.681;0.63;-7.04;0.149;0.0653;9.52e-06;0.186;0.755;81.937;4MtfTyJcmXKnHrPitUPZSC;270187
0.82;0.452;-9.796;0.0348;0.543;0.00294;0.0714;0.74;117.401;1JSTJqkT5qHq8MDJnJbRE1;253920
0.59;0.588;-5.594;0.22;0.264;0.0;0.826;0.687;86.372;6nEam9LEhHRmAcwh0SHLPl;199547
0.963;0.643;-5.785;0.117;0.0507;4.94e-05;0.157;0.534;107.005;0fGh0trRN1xz3s41r7V5ce;274440
0.534;0.715;-4.556;0.279;0.617;0.0;0.132;0.661;172.083;2hG7tBFHD0J0DD915n8j2z;196923
0.599;0.879;-3.309;0.0965;0.0222;0.0;0.0725;0.538;147.055;6FwrG9yyKfGve1wOMq98f9;212527
0.586;0.835;-4.019;0.0395;0.000598;0.0;0.149;0.196;128.065;4uSFHtEvv6g5Fo4C4LtPRh;223093
0.779;0.769;-5.748;0.104;0.0119;3.55e-05;0.148;0.463;124.015;0xU0O3fzfb1HCnd6nsVxQL;226053
